Rank	Journal	Journal.ISSN.(print.version)	Journal.EISSN.(online.version)	Pmid	Doi	fulltext	Journal.title	Journal.URL	Alternative.title	Publisher	Society.or.institution	"Platform,.host.or.aggregator"	Country.of.publisher	Journal.article.processing.charges.(APCs)	APC.information.URL	APC.amount	Currency	Journal.article.submission.fee	Submission.fee.URL	Submission.fee.amount	Submission.fee.currency	Journal.waiver.policy.(for.developing.country.authors.etc)	Waiver.policy.information.URL	Digital.archiving.policy.or.program(s)	Archiving:.national.library	Archiving:.other	Archiving.infomation.URL	Journal.full-text.crawl.permission	Permanent.article.identifiers	Journal.provides.download.statistics	Download.statistics.information.URL	First.calendar.year.journal.provided.online.Open.Access.content	Full.text.formats	Keywords	Full.text.language	URL.for.the.Editorial.Board.page	Review.process	Review.process.information.URL	URL.for.journal's.aims.&.scope	URL.for.journal's.instructions.for.authors	Journal.plagiarism.screening.policy	Plagiarism.information.URL	Average.number.of.weeks.between.submission.and.publication	URL.for.journal's.Open.Access.statement	Machine-readable.CC.licensing.information.embedded.or.displayed.in.articles	URL.to.an.example.page.with.embedded.licensing.information	Journal.license	License.attributes	URL.for.license.terms	Does.this.journal.allow.unrestricted.reuse.in.compliance.with.BOAI?	Deposit.policy.directory	Author.holds.copyright.without.restrictions	Copyright.information.URL	Author.holds.publishing.rights.without.restrictions	Publishing.rights.information.URL	DOAJ.Seal	Tick:.Accepted.after.March.2014	Added.on.Date	Subjects	Number.of.Article.Records	Most.Recent.Article.Added	
213	Dis. Markers	0278-0240	1875-8630	32190130	10.1155/2020/5262565	done	Disease Markers	https://www.hindawi.com/journals/dm/	NA	Hindawi Limited	NA	Hindawi	United Kingdom	Yes	https://www.hindawi.com/journals/dm/apc/	1900	USD - US Dollar	NA	https://www.hindawi.com/journals/dm/apc/	NA	NA	Yes	https://www.hindawi.com/journals/dm/apc/	"CLOCKSS, LOCKSS, PMC/Europe PMC/PMC Canada, Portico"	NA	NA	https://www.hindawi.com/journals/dm/ai/	Yes	DOI	Yes	https://www.hindawi.com/journals/dm/2017/8781379/	1993	"PDF, HTML, ePUB, XML"	disease markers	English	https://www.hindawi.com/journals/dm/editors/	Blind peer review	https://www.hindawi.com/journals/dm/workflow/	https://www.hindawi.com/journals/dm/aims/	https://www.hindawi.com/journals/dm/guidelines/	Yes	https://www.hindawi.com/journals/dm/ethics/	16	https://www.hindawi.com/journals/dm/	Yes	https://www.hindawi.com/journals/dm/2015/379568/	CC BY	NA	https://www.hindawi.com/journals/dm/guidelines/	Yes	Sherpa/Romeo	TRUE	https://www.hindawi.com/journals/dm/guidelines/	TRUE	https://www.hindawi.com/journals/dm/guidelines/	Yes	Yes	2013-09-25T15:44:38Z	Medicine: Medicine (General)	2305	2020-03-23T15:27:42Z	
214	Discrete Dyn Nat Soc	1026-0226	1607-887X	25083120	10.1155/2013/720818	done	Discrete Dynamics in Nature and Society	https://www.hindawi.com/journals/ddns	NA	Hindawi Limited	NA	Hindawi	United Kingdom	Yes	https://www.hindawi.com/journals/ddns/apc/	2100	USD - US Dollar	NA	https://www.hindawi.com/journals/ddns/apc/	NA	NA	Yes	https://www.hindawi.com/journals/ddns/apc/	"CLOCKSS, LOCKSS, Portico"	NA	NA	https://www.hindawi.com/journals/ddns/ai/	Yes	DOI	Yes	https://www.hindawi.com/journals/ddns/2017/3204652/	1997	"PDF, HTML, ePUB, XML"	"mathematical models, complex systems, discrete modelling, non-linear phenomena, chaotic systems"	English	https://www.hindawi.com/journals/ddns/editors/	Blind peer review	https://www.hindawi.com/journals/ddns/workflow/	https://www.hindawi.com/journals/ddns/aims/	https://www.hindawi.com/journals/ddns/guidelines/	Yes	https://www.hindawi.com/journals/ddns/ethics/	23	https://www.hindawi.com/journals/ddns/	Yes	https://www.hindawi.com/journals/ddns/2015/218672/	CC BY	NA	https://www.hindawi.com/journals/ddns/guidelines/	Yes	Sherpa/Romeo	TRUE	https://www.hindawi.com/journals/ddns/guidelines/	TRUE	https://www.hindawi.com/journals/ddns/guidelines/	Yes	Yes	2002-06-21T08:43:19Z	Science: Mathematics	2911	2020-03-23T15:27:45Z	
215	Diversity (Basel)	1424-2818	NA	29551950	10.3390/d9030031	done	Diversity	http://www.mdpi.com/journal/diversity/	NA	MDPI AG	NA	MDPI AG	Switzerland	Yes	http://www.mdpi.com/journal/diversity/apc	1200	CHF - Swiss Franc	NA	http://www.mdpi.com/journal/diversity/apc	NA	NA	NA	NA	NA	Swiss National Library	NA	https://www.e-helvetica.nb.admin.ch/pages/main.jsf	Yes	DOI	Yes	http://www.mdpi.com/journal/diversity/stats	2009	"PDF, HTML"	multiculturalism	English	http://www.mdpi.com/journal/diversity/editors	Blind peer review	http://www.mdpi.com/journal/diversity/instructions#editorial_procedure	http://www.mdpi.com/journal/diversity/about	http://www.mdpi.com/journal/diversity/instructions	Yes	http://www.mdpi.com/journal/diversity/instructions#ethics	11	http://www.mdpi.com/journal/diversity/about	Yes	http://www.mdpi.com/1422-0067/15/3/4915	CC BY	NA	http://www.mdpi.com/journal/diversity/about	Yes	Sherpa/Romeo	TRUE	http://www.mdpi.com/about/openaccess	TRUE	http://www.mdpi.com/about/openaccess	Yes	Yes	2009-10-21T15:54:47Z	Science: Biology (General)	748	2020-03-13T14:15:03Z	
216	Drink Water Eng Sci	1996-9457	1996-9465	30123434	10.5194/dwes-11-25-2018	done	Drinking Water Engineering and Science	http://www.drink-water-eng-sci.net/recent_papers.html	DWES	Copernicus Publications on behalf of the TU Delft	TU Delf	Copernicus Publications	Germany	No	http://www.drinking-water-engineering-and-science.net/general_information/article_processing_charges.html	NA	NA	NA	http://www.drinking-water-engineering-and-science.net/general_information/article_processing_charges.html	NA	NA	NA	NA	"CLOCKSS, Portico"	NA	NA	http://publications.copernicus.org/for_authors/financial_support.html	Yes	DOI	Yes	http://www.drinking-water-engineering-and-science.net/general_information/article_level_metrics.html	2008	"PDF, XML"	"water sources, substances, drinking water treatment processes, distribution systems, residual management, water treatment"	English	http://www.drinking-water-engineering-and-science.net/editorial_board.html	Peer review	http://www.drinking-water-engineering-and-science.net/review/review_process_and_interactive_public_discussion.html	http://www.drinking-water-engineering-and-science.net/home.html	http://www.drinking-water-engineering-and-science.net/submission/manuscript_submission.html	Yes	http://www.drinking-water-engineering-and-science.net/general_information/plagiarism_detection.html	40	http://www.drinking-water-engineering-and-science.net/home.html	Yes	http://www.drinking-water-engineering-and-science.net/general_information/license_and_copyright.html	CC BY	NA	http://www.drinking-water-engineering-and-science.net/general_information/license_and_copyright.html	Yes	Sherpa/Romeo	TRUE	http://www.drinking-water-engineering-and-science.net/general_information/license_and_copyright.html	TRUE	http://www.drinking-water-engineering-and-science.net/general_information/license_and_copyright.html	Yes	Yes	2009-09-02T17:07:26Z	Technology: Environmental technology. Sanitary engineering	106	2020-01-27T12:18:45Z	
217	Drug Deliv	1071-7544	1521-0464	32166987	10.1080/10717544.2020.1739171	done	Drug Delivery	https://www.tandfonline.com/toc/idrd20/current	NA	Taylor & Francis Group	NA	Taylor & Francis Online	United Kingdom	Yes	https://www.tandfonline.com/action/authorSubmission?journalCode=IDRD&page=instructions	1950	USD - US Dollar	NA	https://www.tandfonline.com/action/authorSubmission?journalCode=idrd20&page=instructions	NA	NA	Yes	https://authorservices.taylorandfrancis.com/publishing-open-access/#Discounts	"CLOCKSS, LOCKSS, Portico"	NA	Scholars Portal	https://librarianresources.taylorandfrancis.com/collection/title-by-title/	Yes	DOI	Yes	https://www.tandfonline.com/doi/full/10.1080/10717544.2016.1225852#metrics-content	2017	"PDF, HTML"	"drug delivery systems, drug targeting"	English	https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=idrd20	Blind peer review	https://www.tandfonline.com/action/authorSubmission?journalCode=IDRD&page=instructions	https://www.tandfonline.com/action/journalInformation?show=aimsScope&journalCode=idrd20	https://www.tandfonline.com/action/authorSubmission?journalCode=IDRD&page=instructions	Yes	https://www.tandfonline.com/action/authorSubmission?journalCode=IDRD&page=instructions	9	https://www.tandfonline.com/action/authorSubmission?journalCode=IDRD&page=instructions	Yes	https://www.tandfonline.com/action/showCopyRight?scroll=top&doi=10.1080%2F10717544.2016.1245369	CC BY-NC	NA	https://authorservices.taylorandfrancis.com/copyright-and-you/	Yes	Sherpa/Romeo	FALSE	NA	FALSE	NA	No	Yes	2017-09-27T12:41:58Z	Medicine: Therapeutics. Pharmacology	550	2020-03-20T17:12:30Z	
218	Drug Des Devel Ther	NA	1177-8881	32184569	10.2147/DDDT.S241412	done	"Drug Design, Development and Therapy"	http://www.dovepress.com/drug-design-development-and-therapy-journal	NA	Dove Medical Press	NA	Dove Medical Press	United Kingdom	Yes	http://www.dovepress.com/journal_pricing_bands.php?journal_id=19	2310	USD - US Dollar	NA	http://www.dovepress.com/journal_pricing_bands.php?journal_id=19	NA	NA	Yes	http://www.dovepress.com/journal_pricing_bands.php?journal_id=19	"LOCKSS, CLOCKSS, PMC/Europe PMC/PMC Canada"	NA	NA	http://www.dovepress.com/why_publish_with_dove.php?content_id=3365	Yes	DOI	Yes	https://www.dovepress.com/why_publish_with_dove.php?content_id=3044	2008	"PDF, HTML"	"drug design, drug safety, drug development, pharmaecuticals"	English	http://www.dovepress.com/journal-editor-drug-design-development-and-therapy-eic19	Blind peer review	http://www.dovepress.com/peer_review_guidelines.php	http://www.dovepress.com/aims-and-scope-drug-design-development-and-therapy-d15-j19	http://www.dovepress.com/author_guidelines.php	Yes	http://www.dovepress.com/why_publish_with_dove.php?content_id=3225	16	http://www.dovepress.com/why_publish_with_dove.php?content_id=3045	Yes	http://www.dovepress.com/profile-of-ipilimumab-and-its-role-in-the-treatment-of-metastatic-mela-peer-reviewed-article-DDDT	CC BY-NC	NA	http://www.dovepress.com/why_publish_with_dove.php?content_id=3045	Yes	Sherpa/Romeo	FALSE	NA	FALSE	NA	No	Yes	2008-08-15T11:07:28Z	Medicine: Therapeutics. Pharmacology	2642	2020-03-24T23:42:43Z	
219	Drug Healthc Patient Saf	NA	1179-1365	32184673	10.2147/DHPS.S241413	done	"Drug, Healthcare and Patient Safety"	http://www.dovepress.com/drug-healthcare-and-patient-safety-journal	NA	Dove Medical Press	NA	Dove Medical Press	United Kingdom	Yes	http://www.dovepress.com/journal_pricing_bands.php?journal_id=44	1958	USD - US Dollar	NA	http://www.dovepress.com/journal_pricing_bands.php?journal_id=44	NA	NA	Yes	http://www.dovepress.com/journal_pricing_bands.php?journal_id=44	"LOCKSS, CLOCKSS, PMC/Europe PMC/PMC Canada"	NA	NA	http://www.dovepress.com/why_publish_with_dove.php?content_id=3365	Yes	DOI	Yes	https://www.dovepress.com/why_publish_with_dove.php?content_id=3044	2009	"PDF, HTML"	"patient safety, health care, drug therapy, surgery"	English	http://www.dovepress.com/journal-editor-drug-healthcare-and-patient-safety-eic44	Blind peer review	http://www.dovepress.com/peer_review_guidelines.php?content_id=2093	http://www.dovepress.com/aims-and-scope-drug-healthcare-and-patient-safety-d36-j44	http://www.dovepress.com/author_guidelines.php	Yes	http://www.dovepress.com/why_publish_with_dove.php?content_id=3225	16	http://www.dovepress.com/why_publish_with_dove.php?content_id=3045	Yes	http://www.dovepress.com/frequency-of-medication-errors-in-an-emergency-department-of-a-large-t-peer-reviewed-article-DHPS	CC BY-NC	NA	http://www.dovepress.com/why_publish_with_dove.php?content_id=3045	Yes	Sherpa/Romeo	FALSE	http://www.dovepress.com/author_guidelines.php?content_id=695	FALSE	NA	No	Yes	2010-01-11T12:48:42Z	Medicine: Medicine (General)	187	2020-03-15T19:56:44Z	
220	Drug Target Insights	NA	1177-3928	31832012	10.1177/1177392819886875	done	Drug Target Insights	http://aboutscience.eu/dti	NA	AboutScience Srl	NA	OJS	Italy	Yes	https://journals.aboutscience.eu/index.php/dti/publication_fees	1500	EUR - Euro	NA	https://journals.aboutscience.eu/index.php/dti/Openaccess_policy	NA	NA	NA	NA	PMC/Europe PMC/PMC Canada	NA	NA	https://journals.aboutscience.eu/index.php/dti/about	Yes	DOI	NA	NA	2006	PDF	"clinical therapeutics, molecular drug targets, disease-specific proteins"	English	https://journals.aboutscience.eu/index.php/dti/about/editorialTeam	Blind peer review	https://journals.aboutscience.eu/index.php/dti/Editorial_policies	https://journals.aboutscience.eu/index.php/dti/about	https://journals.aboutscience.eu/index.php/dti/Authors_guidelines	Yes	https://journals.aboutscience.eu/index.php/dti/Editorial_policies	8	https://journals.aboutscience.eu/index.php/dti/Openaccess_policy	NA	NA	CC BY-NC	NA	https://journals.aboutscience.eu/index.php/dti/Openaccess_policy	Yes	NA	FALSE	NA	FALSE	http://www.la-press.com/about_us.php?folder_id=160	No	Yes	2007-05-31T14:19:31Z	Medicine: Therapeutics. Pharmacology	162	2019-07-08T13:03:21Z	
221	Earth Planets Space	1343-8832	1880-5981	31402843	10.1186/s40623-019-1056-0	done	"Earth, Planets and Space"	http://www.earth-planets-space.com/	NA	SpringerOpen	"The Society of Geomagnetism and Earth, Planetary and Space Sciences; The Seismological Society of Japan; The Volcanological Society of Japan; The Geodetic Society of Japan; The Japanese Society for Planetary Sciences"	SpringerOpen	United Kingdom	Yes	https://earth-planets-space.springeropen.com/about	1200	EUR - Euro	NA	https://earth-planets-space.springeropen.com/about	NA	NA	Yes	https://earth-planets-space.springeropen.com/about	"CLOCKSS, Portico"	"Koninklijke Bibliotheek; Library of Congress; National Science Library, Chinese Academy of Sciences"	NA	https://www.springeropen.com/get-published/indexing-archiving-and-access-to-data/journal-archiving	Yes	DOI	Yes	https://www.springeropen.com/get-published/indexing-archiving-and-access-to-data/article-metrics	2014	"PDF, HTML, ePUB"	"earth sciences, geomagnetism, geodesy, seismology, planetary sciences, space sciences"	English	https://earth-planets-space.springeropen.com/about/editorial-board	Blind peer review	https://earth-planets-space.springeropen.com/about	https://earth-planets-space.springeropen.com/about	https://earth-planets-space.springeropen.com/submission-guidelines	Yes	https://earth-planets-space.springeropen.com/submission-guidelines/editorial-policies	29	https://earth-planets-space.springeropen.com/about	Yes	https://earth-planets-space.springeropen.com/articles/10.1186/s40623-018-0898-1	CC BY	NA	https://earth-planets-space.springeropen.com/submission-guidelines/copyright	Yes	Sherpa/Romeo	TRUE	https://www.springeropen.com/get-published/copyright/copyright-and-license-agreement	TRUE	https://www.springeropen.com/get-published/copyright/copyright-and-license-agreement	Yes	Yes	2015-07-07T15:30:01Z	Geography. Anthropology. Recreation | Science: Astronomy: Geodesy | Science: Geology	513	2020-03-20T18:37:42Z	
222	Earth Syst Sci Data	1866-3508	1866-3516	30510599	10.5194/essd-10-1093-2018	done	Earth System Science Data	http://www.earth-system-science-data.net/	ESSD	Copernicus Publications	NA	Copernicus Publications	Germany	No	http://www.earth-system-science-data.net/for_authors/article_processing_charges.html	NA	NA	NA	http://www.earth-system-science-data.net/for_authors/article_processing_charges.html	NA	NA	Yes	http://publications.copernicus.org/for_authors/financial_support.html	"CLOCKSS, Portico"	NA	NA	http://www.earth-system-science-data.net/index.html	Yes	DOI	Yes	http://www.earth-system-science-data.net/about/article_level_metrics.html	2009	"PDF, XML"	"atmosphere, oceanography, biosphere, cryosphere, geology, hydrology"	English	http://www.earth-system-science-data.net/editorial_board.html	Peer review	http://www.earth-system-science-data.net/peer_review/interactive_review_process.html	http://www.earth-system-science-data.net/about/aims_and_scope.html	http://www.earth-system-science-data.net/for_authors/manuscript_preparation.html	Yes	http://www.earth-system-science-data.net/for_authors/plagiarism_detection.html	35	http://www.earth-system-science-data.net/index.html	Yes	http://www.earth-syst-sci-data.net/7/29/2015/essd-7-29-2015.xml	CC BY	NA	http://www.earth-system-science-data.net/about/licence_and_copyright.html	Yes	Sherpa/Romeo	TRUE	http://www.earth-system-science-data.net/about/licence_and_copyright.html	TRUE	http://www.earth-system-science-data.net/about/licence_and_copyright.html	Yes	Yes	2009-10-22T12:28:33Z	Geography. Anthropology. Recreation: Environmental sciences | Science: Geology	492	2020-03-25T14:04:11Z	
223	Echo research and practice	NA	2055-0464	32196145	10.1530/ERP-19-0050	done	Echo Research and Practice	http://www.echorespract.com/	NA	Bioscientifica	British Society of Echocardiography	HighWire	United Kingdom	Yes	http://www.echorespract.com/site/misc/For-Authors.xhtml#charges	750	GBP - Pound Sterling	NA	http://www.echorespract.com/site/misc/For-Authors.xhtml#charges	NA	NA	Yes	http://www.echorespract.com/site/misc/Bioscientifica_Open_Access_Policy.xhtml#charges	"LOCKSS, Portico"	NA	NA	http://www.echorespract.com/site/misc/overview.xhtml	Yes	DOI	NA	http://www.echorespract.com/site/misc/article_promotion.xhtml	2014	"PDF, HTML"	"echocardiography, heart, cardiology, imaging, heart disease, valves"	English	http://www.echorespract.com/site/misc/edboard.xhtml	Blind peer review	http://www.echorespract.com/site/misc/overview.xhtml	http://www.echorespract.com/site/misc/scope.xhtml	http://www.echorespract.com/site/misc/For-Authors.xhtml	Yes	http://www.echorespract.com/site/misc/Ethical_guidelines.xhtml	8	http://www.echorespract.com/site/misc/Bioscientifica_Open_Access_Policy.xhtml	Yes	http://www.echorespract.com/content/1/1/1.full	CC BY-NC-ND	NA	http://www.echorespract.com/site/misc/For-Authors.xhtml	Yes	Sherpa/Romeo	TRUE	http://www.echorespract.com/site/misc/For-Authors.xhtml	FALSE	http://www.echorespract.com/site/misc/For-Authors.xhtml	No	Yes	2014-10-20T20:23:13Z	Medicine: Internal medicine: Specialties of internal medicine: Diseases of the circulatory (Cardiovascular) system	170	2020-03-16T06:19:37Z	
224	Ecol Evol	NA	2045-7758	32185012	10.1002/ece3.6081	done	Ecology and Evolution	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2045-7758	Ecology & Evolution	Wiley	NA	Wiley Online Library	United Kingdom	Yes	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2045-7758/homepage/article_publication_charges.htm	1950	USD - US Dollar	NA	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2045-7758/homepage/article_publication_charges.htm	NA	NA	Yes	http://www.wileyopenaccess.com/details/content/13707a1ddf6/Waivers-and-Discounts-on-Article-Publication-Charges.html	PMC/Europe PMC/PMC Canada	NA	NA	http://olabout.wiley.com/WileyCDA/Section/id-815640.html	Yes	DOI	NA	NA	2011	"PDF, HTML"	"ecology, evolution, conservation"	English	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2045-7758/homepage/EditorialBoard.html	Peer review	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2045-7758/homepage/custom_copy.htm	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2045-7758/homepage/ProductInformation.html	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2045-7758/homepage/ForAuthors.html	Yes	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2045-7758/homepage/ForAuthors.html	3	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2045-7758/homepage/open_access_license_and_copyright.htm	Yes	http://onlinelibrary.wiley.com/enhanced/doi/10.1002/ece3.1367	CC BY	NA	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2045-7758/homepage/open_access_license_and_copyright.htm	Yes	Sherpa/Romeo	FALSE	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2045-7758/homepage/open_access_license_and_copyright.htm	FALSE	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2045-7758/homepage/open_access_license_and_copyright.htm	No	Yes	2012-02-23T15:52:36Z	Science: Biology (General): Ecology	1233	2020-03-21T00:56:07Z	
225	Ecol Soc	NA	1708-3087	31798644	10.5751/ES-11165-240409	done	Ecology and Society	http://www.ecologyandsociety.org/	NA	Resilience Alliance	NA	OJS	Canada	Yes	http://www.ecologyandsociety.org/about/policies.php#other_2	950	USD - US Dollar	NA	http://www.ecologyandsociety.org/about/policies.php#other_2	NA	NA	Yes	http://www.ecologyandsociety.org/about/policies.php#other_2	NA	NA	NA	NA	Yes	DOI	NA	NA	2004	"PDF, HTML"	"conservation, biology, ecology, social-ecology, society, resilience"	English	http://www.ecologyandsociety.org/about/editors.php	Double blind peer review	http://www.ecologyandsociety.org/about/policies.php#peer	http://www.ecologyandsociety.org/about/policies.php#focus	http://www.ecologyandsociety.org/about/submissions.php	NA	NA	48	http://www.ecologyandsociety.org/about/policies.php#openaccess	NA	NA	CC BY-NC	NA	http://www.ecologyandsociety.org/about/policies.php#openaccess	Yes	NA	TRUE	http://www.ecologyandsociety.org/about/policies.php#openaccess	TRUE	http://www.ecologyandsociety.org/about/policies.php#openaccess	No	Yes	2004-01-28T00:00:00Z	Science: Biology (General): Ecology	2607	2020-01-29T13:57:22Z	
226	Educ Soc	0101-7330	1678-4626	26401063	10.1590/S0101-73302010000200007	done	Educação & Sociedade	http://www.scielo.br/scielo.php/script_sci_serial/pid_0101-7330/lng_en/nrm_iso	NA	Centro de Estudos Educação e Sociedade (CEDES)	NA	SciELO Brazil	Brazil	No	http://www.scielo.br/revistas/es/iinstruc.htm#005	NA	NA	NA	http://www.scielo.br/revistas/es/iinstruc.htm#005	NA	NA	NA	NA	NA	NA	NA	NA	Yes	DOI	NA	NA	1997	"PDF, HTML, XML"	"society, education"	"English, French, Portuguese, Spanish"	http://www.scielo.br/revistas/es/iedboard.htm	Double blind peer review	http://www.scielo.br/revistas/es/iinstruc.htm	http://www.scielo.br/revistas/es/iaboutj.htm	http://www.scielo.br/revistas/es/iinstruc.htm	NA	NA	12	http://www.scielo.br/revistas/es/iaboutj.htm#03	Yes	http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302015000100063&lng=en&nrm=iso&tlng=pt	CC BY-NC	NA	http://www.scielo.br/revistas/es/iaboutj.htm	Yes	NA	FALSE	NA	FALSE	NA	No	Yes	2004-04-06T15:04:55Z	Education: Education (General)	1896	2019-10-09T10:00:08Z	
227	EFSA J	NA	1831-4732	31024636	10.2903/j.efsa.2016.4580	todo	EFSA Journal 	https://efsa.onlinelibrary.wiley.com/journal/18314732	NA	Wiley	European Food Safety Authority 	Wiley Online Library	Italy	No	https://efsa.onlinelibrary.wiley.com/hub/journal/18314732/aims-and-scope/read-full-aims-and-scope	NA	NA	NA	https://efsa.onlinelibrary.wiley.com/hub/journal/18314732/aims-and-scope/read-full-aims-and-scope	NA	NA	NA	NA	"CLOCKSS, Portico"	Library of Congress	NA	http://olabout.wiley.com/WileyCDA/Section/id-406156.html	Yes	DOI	NA	NA	2003	"PDF, HTML"	"food safety, feed safety, chemical risk assessment, biological risk assessment, nutrition"	English	https://efsa.onlinelibrary.wiley.com/hub/journal/18314732/editorial-board/editorial-board	Peer review	https://efsa.onlinelibrary.wiley.com/hub/journal/18314732/aims-and-scope/read-full-aims-and-scope	https://efsa.onlinelibrary.wiley.com/hub/journal/18314732/aims-and-scope/read-full-aims-and-scope	https://efsa.onlinelibrary.wiley.com/hub/journal/18314732/aims-and-scope/read-full-aims-and-scope	Yes	https://efsa.onlinelibrary.wiley.com/hub/journal/18314732/aims-and-scope/read-full-aims-and-scope	5	https://efsa.onlinelibrary.wiley.com/hub/journal/18314732/aims-and-scope/read-full-aims-and-scope	Yes	https://efsa.onlinelibrary.wiley.com/doi/full/10.2903/j.efsa.2018.5406	CC BY-ND	NA	https://efsa.onlinelibrary.wiley.com/hub/journal/18314732/aims-and-scope/read-full-aims-and-scope	Yes	NA	FALSE	NA	FALSE	NA	No	Yes	2018-11-06T16:10:13Z	Technology: Home economics: Nutrition. Foods and food supply | Technology: Chemical technology	2339	2020-03-20T10:50:40Z	
